TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE;isFinancial
CLSC3;98,00;6,58;6,22;0,98;0,29;16,60;10,69;5,37;3,12;6,32;3,14;0,98;0,33;5,56;-0,41;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;54.811,14;100,50;15,75;-1,51;3.850.762.391,78;CLSC3;Celesc;99,00;+6,34%;CLSC3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celesc-on-n2--big.svg;False
CLSC4;101,07;7,58;6,42;1,01;0,30;16,60;10,69;5,37;3,22;6,32;3,14;0,98;0,34;5,73;-0,42;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;527.832,27;100,50;15,75;-1,55;3.850.762.391,78;CLSC4;Celesc;103,61;+1,54%;CLSC4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celesc-on-n2--big.svg;False
CMIG3;14,96;8,37;6,58;1,50;0,68;18,16;22,09;15,50;4,62;5,22;1,33;0,43;1,02;-703,14;-0,86;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;3.784.701,23;9,95;2,27;0,16;36.106.023.605,52;CMIG3;Cemig;15,02;+0,60%;CMIG3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cemig--big.svg;False
CMIG4;11,44;10,95;5,03;1,15;0,52;18,16;22,09;15,50;3,53;5,22;1,33;0,43;0,78;-537,70;-0,66;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;84.905.582,95;9,95;2,27;0,12;36.106.023.605,52;CMIG4;Cemig;11,40;+1,88%;CMIG4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cemig--big.svg;False
CMIN3;5,33;15,57;13,16;3,17;0,81;47,43;26,67;13,26;6,55;5,40;-1,14;-0,55;1,75;3,92;-1,54;1,78;24,04;6,17;20,28;0,26;0,74;0,47;7,57;-9,53;20.250.417,36;1,68;0,40;-0,25;29.236.855.990,55;CMIN3;CSN Mineração;5,21;+0,77%;CMIN3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/csn-mineracao--big.svg;False
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00;;;;;;;;True
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00;;;;;;;;True
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86;;;;;;;;False
COCE3;31,30;;6,96;0,52;0,18;17,54;13,43;4,39;2,28;6,80;4,56;1,03;0,31;-1,19;-0,22;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;8.320,83;60,78;4,50;0,94;2.658.483.201,20;COCE3;Coelce;37,50;+1,35%;COCE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg;False
COCE5;30,00;;6,67;0,49;0,17;17,54;13,43;4,39;2,18;6,80;4,56;1,03;0,29;-1,14;-0,21;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;209.180,05;60,78;4,50;0,90;2.658.483.201,20;COCE5;Coelce;30,51;-1,58%;COCE5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg;False
COCE6;12,83;;2,85;0,21;0,07;17,54;13,43;4,39;0,93;6,80;4,56;1,03;0,13;-0,49;-0,09;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;0,00;60,78;4,50;0,38;2.658.483.201,20;;;;;COCE6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg;False
COGN3;3,24;2,06;5,47;0,48;0,26;68,20;22,32;16,49;4,05;7,66;3,62;0,43;0,90;4,10;-0,31;1,53;8,84;4,70;6,01;0,53;0,42;0,28;-1,88;36,40;74.605.790,91;6,70;0,59;-0,02;6.080.204.120,40;COGN3;Cogna;3,14;+1,95%;COGN3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/cogna--big.svg;False
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65;;;;;;;;True
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65;;;;;;;;True
CPFE3;39,61;3,88;8,44;2,12;0,58;31,48;24,89;12,29;4,17;6,43;2,26;1,15;1,04;-20,13;-0,72;0,88;25,17;6,82;16,26;0,27;0,72;0,56;7,33;14,88;41.006.491,77;18,64;4,69;-7,27;45.640.798.368,40;CPFE3;CPFL Energia;38,89;+1,01%;CPFE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cpfl-energia--big.svg;False
CPLE3;12,17;6,10;11,93;1,42;0,60;21,84;19,62;12,75;7,75;11,64;3,63;0,66;1,52;25,31;-0,75;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;46.034.419,86;8,58;1,02;0,38;37.562.652.360,72;CPLE3;Copel;12,00;+1,69%;CPLE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg;False
CPLE5;12,90;6,31;12,64;1,50;0,63;21,84;19,62;12,75;8,21;11,64;3,63;0,66;1,61;26,82;-0,79;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;3.797,33;8,58;1,02;0,40;37.562.652.360,72;CPLE5;Copel;12,80;-5,19%;CPLE5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg;False
CPLE6;12,92;6,32;12,66;1,51;0,63;21,84;19,62;12,75;8,23;11,64;3,63;0,66;1,61;26,86;-0,79;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;118.953.415,59;8,58;1,02;0,40;37.562.652.360,72;CPLE6;Copel;12,84;+1,26%;CPLE6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg;False
CPRE3;18,23;;9,29;2,44;0,99;63,83;47,70;31,77;6,19;6,14;-0,05;-0,02;2,95;-20,50;-1,19;0,77;26,21;10,70;22,69;0,41;0,58;0,34;13,50;64,53;;7,49;1,96;-0,82;10.824.655.047,92;;;;;;;;False
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00;;;;;;;;False
CRFB3;8,48;1,13;8,92;0,84;0,19;18,14;3,65;1,69;4,12;7,99;3,87;0,78;0,15;-25,37;-0,36;0,98;9,36;2,13;8,44;0,23;0,75;1,26;14,00;14,62;122.254.636,00;10,15;0,95;0,00;17.884.800.909,28;;;;;;;;False
CRIV3;6,98;;35,10;0,66;0,04;20,26;0,43;0,99;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,75;707.929.532,00;;;;;;;;True
CRIV4;6,74;;33,89;0,64;0,04;20,26;0,43;0,99;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,72;707.929.532,00;;;;;;;;True
CRPG3;15,00;;-65,34;0,74;0,48;3,90;-3,32;-0,91;-17,90;-12,37;3,94;-0,16;0,59;1,23;-1,28;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;15.000,00;20,22;-0,23;0,70;396.617.489,55;;;;;CRPG3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cristal-pna--big.svg;False
CRPG5;12,95;;-56,41;0,64;0,41;3,90;-3,32;-0,91;-15,45;-12,37;3,94;-0,16;0,51;1,06;-1,11;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;110.574,77;20,22;-0,23;0,60;396.617.489,55;CRPG5;Tronox Pigmentos;13,61;-1,45%;CRPG5;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cristal-pna--big.svg;False
CRPG6;14,01;;-61,03;0,69;0,45;3,90;-3,32;-0,91;-16,72;-12,37;3,94;-0,16;0,56;1,15;-1,20;2,66;-1,14;-0,73;-4,54;0,65;0,35;0,81;2,32;;6.214,00;20,22;-0,23;0,65;396.617.489,55;CRPG6;Tronox Pigmentos;14,99;+1,28%;CRPG6;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cristal-pna--big.svg;False
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,02;305.164.800,00;;;;;;;;True
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,03;305.164.800,00;;;;;;;;True
CSAN3;6,30;;-1,00;1,64;0,09;31,48;6,62;-26,95;4,08;22,53;18,46;7,40;0,27;0,97;-0,12;1,83;-163,24;-9,31;-2,74;0,06;0,74;0,35;26,51;;251.068.233,68;3,85;-6,29;0,00;11.759.396.871,60;CSAN3;Cosan;8,00;+3,49%;CSAN3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cosan--big.svg;False
CSED3;4,96;4,26;8,98;1,17;0,39;49,82;20,24;7,51;3,33;4,49;1,15;0,41;0,67;6,65;-0,49;1,38;13,05;4,32;19,04;0,33;0,67;0,58;11,74;10,75;1.566.130,50;4,23;0,55;0,17;1.808.131.057,92;CSED3;Cruzeiro do Sul Educacional;5,15;+2,79%;CSED3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/cruzeiro-eduon-nm--big.svg;False
CSMG3;33,68;3,90;9,43;1,52;0,77;42,60;24,63;16,78;6,42;9,33;2,90;0,69;1,58;13,10;-0,92;1,57;16,13;8,19;8,78;0,51;0,49;0,49;8,84;12,48;88.888.459,36;22,15;3,57;-1,25;12.806.923.363,92;CSMG3;COPASA;33,35;+1,40%;CSMG3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/copasa--big.svg;False
CSNA3;7,97;6,91;-4,68;0,76;0,10;26,35;10,30;-5,05;2,30;9,34;7,04;2,33;0,24;1,18;-0,16;1,35;-16,24;-2,23;4,28;0,14;0,83;0,44;11,42;;47.762.750,55;10,49;-1,70;-0,02;10.568.968.757,59;CSNA3;Siderúrgica Nacional;8,11;+0,50%;CSNA3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/companhia-siderurgica-nacional--big.svg;False
CSRN3;13,60;;3,66;1,28;0,36;30,20;25,11;15,59;2,27;4,88;2,61;1,46;0,57;7,63;-0,47;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,30;2.273.440.192,00;;;;;;;;False
CSRN5;15,10;;4,06;1,42;0,40;30,20;25,11;15,59;2,52;4,88;2,61;1,46;0,63;8,47;-0,52;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,34;2.273.440.192,00;;;;;;;;False
CSRN6;15,50;;4,17;1,45;0,41;30,20;25,11;15,59;2,59;4,88;2,61;1,46;0,65;8,69;-0,53;1,26;34,89;9,82;20,56;0,28;0,72;0,63;7,94;17,89;0,00;10,67;3,72;0,35;2.273.440.192,00;;;;;;;;False
CSUD3;18,26;6,18;8,24;1,55;1,08;42,12;21,60;15,64;5,97;5,81;-0,16;-0,04;1,29;20,96;-1,52;1,22;18,78;13,06;13,04;0,70;0,30;0,84;5,53;28,11;589.670,36;11,80;2,22;-4,28;763.268.000,00;CSUD3;CSU Cardsystem;18,28;+0,44%;CSUD3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/csu-digital-on-nm--big.svg;False
CTAX3;1,13;;-0,22;0,29;0,03;13,46;-7,27;-33,82;-1,01;-5,96;-4,96;1,43;0,07;-0,10;-0,03;0,38;-133,85;-12,42;-9,42;0,09;0,91;0,37;-15,50;;4.375,19;3,90;-5,23;0,00;30.182.702,28;CTAX3;CTAX3;1,18;+0,00%;CTAX3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/contax-on--big.svg;False
CTCA3;0,00;;0,00;0,00;0,00;66,73;30,80;43,15;0,00;-3,40;-3,40;-0,41;0,00;0,00;0,00;5,53;16,79;13,06;9,75;0,78;0,22;0,30;11,54;57,69;;3,51;0,59;0,00;0,00;;;;;CTCA3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
CTKA3;35,00;;1,83;6,12;0,30;46,04;13,47;16,19;2,20;5,95;3,75;10,41;0,30;0,99;-0,90;1,87;334,31;16,65;16,46;0,05;0,95;1,03;15,69;;5.926,50;5,72;19,13;0,01;217.121.585,58;CTKA3;Karsten;35,00;+6,06%;CTKA3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/karsten-pn--big.svg;False
CTKA4;34,98;;1,83;6,11;0,30;46,04;13,47;16,19;2,20;5,95;3,75;10,41;0,30;0,99;-0,90;1,87;334,31;16,65;16,46;0,05;0,95;1,03;15,69;;32.565,83;5,72;19,13;0,01;217.121.585,58;CTKA4;Karsten;36,78;+1,63%;CTKA4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/karsten-pn--big.svg;False
CTNM3;7,13;;-0,46;-0,58;0,07;-7,79;-78,50;-74,73;-0,44;-2,70;-2,48;;0,34;-0,12;-0,09;0,24;-126,34;-15,80;-81,07;-0,13;1,22;0,21;-15,32;;0,00;-12,27;-15,50;0,02;113.580.609,02;;;;;CTNM3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
CTNM4;0,86;;-0,06;-0,07;0,01;-7,79;-78,50;-74,73;-0,05;-2,70;-2,48;;0,04;-0,01;-0,01;0,24;-126,34;-15,80;-81,07;-0,13;1,22;0,21;-15,32;;0,00;-12,27;-15,50;0,00;113.580.609,02;;;;;CTNM4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
CTSA3;2,89;;-0,16;0,15;0,03;-38,14;-82,33;-124,60;-0,25;-2,84;-2,60;1,61;0,20;-0,10;-0,04;0,30;-93,74;-20,85;-23,27;0,22;0,78;0,17;-25,55;;1.347,36;18,79;-17,62;0,00;20.103.403,55;CTSA3;Santanense;2,71;-5,90%;CTSA3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/santanense-on--big.svg;False
CTSA4;2,46;;-0,14;0,13;0,03;-38,14;-82,33;-124,60;-0,21;-2,84;-2,60;1,61;0,17;-0,08;-0,03;0,30;-93,74;-20,85;-23,27;0,22;0,78;0,17;-25,55;;2.185,88;18,79;-17,62;0,00;20.103.403,55;CTSA4;Santanense;2,43;+1,25%;CTSA4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/santanense-on--big.svg;False
CTSA8;0,00;;0,00;0,00;0,00;-38,14;-82,33;-124,60;0,00;-2,84;-2,60;1,61;0,00;0,00;0,00;0,30;-93,74;-20,85;-23,27;0,22;0,78;0,17;-25,55;;;18,79;-17,62;0,00;20.103.403,55;;;;;;;;False
CURY3;33,30;4,45;12,36;7,31;1,87;39,14;22,18;16,90;9,42;9,20;-0,22;-0,17;2,09;6,17;-4,46;2,10;59,14;15,17;31,96;0,26;0,70;0,90;30,96;37,48;62.041.407,86;4,56;2,69;0,35;9.719.440.430,40;CURY3;Cury;33,50;+0,69%;CURY3;Financeiro;https://s3-symbol-logo.tradingview.com/cury-s-a-on-nm--big.svg;False
CVCB3;2,07;;-10,81;2,32;0,29;95,23;9,09;-6,83;8,11;9,73;1,62;0,46;0,74;-3,32;-0,71;0,87;-21,49;-2,67;10,89;0,12;0,88;0,39;-4,20;;19.756.926,09;0,89;-0,19;0,20;1.087.973.570,79;CVCB3;CVC;2,09;+1,46%;CVCB3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/cvc-brasil-on-nm--big.svg;False
CXSE3;14,68;8,00;10,16;3,30;3,05;;;;9,28;9,05;-0,23;-0,08;;69,10;-3,47;1,59;32,52;30,05;30,60;0,92;0,08;0,00;;23,06;62.050.773,27;4,44;1,44;0,37;44.040.000.000,00;CXSE3;Caixa Seguridade;14,16;+0,57%;CXSE3;Financeiro;https://s3-symbol-logo.tradingview.com/caixa-segurion--big.svg;True
CYRE3;30,29;3,53;6,90;1,19;0,50;32,58;23,51;19,60;5,76;7,55;1,79;0,37;1,35;1,25;-1,14;3,36;17,22;7,20;10,23;0,42;0,54;0,37;15,17;32,29;143.314.974,59;25,48;4,39;0,16;11.631.360.000,00;CYRE3;Cyrela;30,68;+0,20%;CYRE3;Financeiro;https://s3-symbol-logo.tradingview.com/cyrela-realton-nm--big.svg;False
DASA3;1,37;;-1,42;0,23;0,09;27,68;9,06;-8,70;1,36;6,55;5,18;0,86;0,12;1,17;-0,12;1,37;-15,91;-5,99;4,25;0,38;0,62;0,69;28,55;;1.645.441,00;6,07;-0,97;-0,07;1.719.359.655,76;DASA3;Dasa;1,36;-2,16%;DASA3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/dasa-on-nm--big.svg;False
DESK3;10,37;0,35;14,97;0,87;0,30;61,68;30,39;6,85;3,37;6,52;3,15;0,81;1,03;2,61;-0,40;1,93;5,79;2,01;9,87;0,35;0,65;0,29;;;1.869.784,77;11,96;0,69;-0,67;1.201.957.508,45;DESK3;Desktop;8,30;+1,84%;DESK3;Comunicações;https://s3-symbol-logo.tradingview.com/desktop-on-nm--big.svg;False
DEXP3;8,28;6,36;5,48;0,89;0,57;16,76;11,44;7,56;3,62;3,66;0,04;0,01;0,41;1,24;-1,61;3,52;16,28;10,47;13,82;0,64;0,36;1,38;17,81;45,94;939.658,77;9,28;1,51;53,50;905.322.954,84;DEXP3;Dexxos;8,50;+0,71%;DEXP3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/dexxos-par--big.svg;False
DEXP4;8,32;6,46;5,51;0,90;0,58;16,76;11,44;7,56;3,64;3,66;0,04;0,01;0,42;1,25;-1,62;3,52;16,28;10,47;13,82;0,64;0,36;1,38;17,81;45,94;35.051,24;9,28;1,51;53,76;905.322.954,84;DEXP4;Dexxos;8,28;+0,24%;DEXP4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/dexxos-par--big.svg;False
DIRR3;15,74;6,93;11,87;3,72;0,71;37,81;22,06;18,19;9,79;9,78;-0,01;0,00;2,16;2,37;-1,30;2,93;31,32;5,97;16,48;0,19;0,79;0,33;18,09;47,02;59.141.290,05;4,23;1,33;0,24;8.192.670.000,00;DIRR3;Direcional;15,33;+0,59%;DIRR3;Financeiro;https://s3-symbol-logo.tradingview.com/direcional--big.svg;False
DMMO3;1,76;;3,09;0,41;0,02;45,67;4,75;3,87;2,52;2,52;;;0,12;4,72;-0,02;;13,29;0,62;;0,05;0,95;0,16;51,46;;;4,29;0,57;0,01;949.254.731,04;;;;;;;;False
DMVF3;4,94;;12,86;0,28;0,13;29,30;2,65;0,81;3,92;3,96;0,05;0,00;0,10;5,42;-0,20;1,08;2,15;1,03;6,44;0,48;0,52;1,27;353,03;;322.435,09;17,83;0,38;-0,46;249.978.039,48;DMVF3;D1000 Varejo Farma;4,60;-4,37%;DMVF3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/d1000vfarma-on-nm--big.svg;False
DOHL3;6,50;0,15;-2.341,40;0,71;0,50;18,37;-2,31;-0,03;-34,24;-34,63;-4,44;0,09;0,79;1,05;-1,15;5,91;-0,03;-0,02;-1,75;0,70;0,30;0,63;4,67;;2.557,00;9,12;0,00;24,19;433.456.323,75;;;;;DOHL3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/dohler-pn-ed--big.svg;False
DOHL4;3,75;0,27;-1.350,81;0,41;0,29;18,37;-2,31;-0,03;-19,76;-34,63;-4,44;0,09;0,46;0,61;-0,66;5,91;-0,03;-0,02;-1,75;0,70;0,30;0,63;4,67;;8.535,55;9,12;0,00;13,95;433.456.323,75;DOHL4;Döhler;3,80;+0,53%;DOHL4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/dohler-pn-ed--big.svg;False
DOTZ3;7,81;;134,77;-0,42;0,47;82,47;8,52;0,44;6,90;10,02;3,12;;0,59;-0,58;-0,90;0,37;-0,31;0,35;-6,49;-1,11;2,11;0,80;3,90;;101.666,91;-18,42;0,06;-1,32;104.044.648,18;DOTZ3;Dotz;8,84;+0,00%;DOTZ3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/dotz-sa-on-nm--big.svg;False
DTCY3;2,80;;-35,70;46,31;5,10;29,04;-5,43;-13,20;-86,82;-152,22;9,66;-5,15;4,71;13,44;-59,59;1,71;-129,72;-14,29;-53,34;0,11;0,89;1,08;-12,65;;840,00;0,06;-0,08;0,44;58.116.335,80;DTCY3;Dtcom;2,80;-3,45%;DTCY3;Comunicações;https://s3-symbol-logo.tradingview.com/dtcomdirecton--big.svg;False
DTCY4;62,60;;-798,18;1.035,38;114,04;29,04;-5,43;-13,20;-1.940,97;-152,22;9,66;-5,15;105,39;300,48;-1.332,33;1,71;-129,72;-14,29;-53,34;0,11;0,89;1,08;-12,65;;;0,06;-0,08;9,92;58.116.335,80;;;;;DTCY4;Comunicações;https://s3-symbol-logo.tradingview.com/dtcomdirecton--big.svg;False
DXCO3;5,90;0,91;25,15;0,71;0,27;25,33;10,44;2,31;5,57;11,49;5,92;0,76;0,58;5,41;-0,37;1,22;2,83;1,07;5,42;0,38;0,61;0,46;10,44;-13,84;9.890.543,68;8,30;0,23;-0,39;4.841.340.851,40;DXCO3;Dexco;5,91;+0,51%;DXCO3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/dexco-on-nm--big.svg;False
EALT3;12,65;1,51;3,28;0,86;0,45;26,60;17,82;14,73;2,71;3,41;0,82;0,26;0,48;7,39;-0,75;1,18;26,11;13,77;18,53;0,53;0,47;0,93;13,53;38,80;45.193,85;14,78;3,86;0,06;272.130.000,00;EALT3;Electro Aço Altona;12,95;+1,57%;EALT3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aco-altona-on--big.svg;False
EALT4;11,67;1,80;3,02;0,79;0,42;26,60;17,82;14,73;2,50;3,41;0,82;0,26;0,45;6,82;-0,69;1,18;26,11;13,77;18,53;0,53;0,47;0,93;13,53;38,80;184.806,82;14,78;3,86;0,06;272.130.000,00;EALT4;Electro Aço Altona;11,81;+2,25%;EALT4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aco-altona-on--big.svg;False
ECOR3;7,94;3,89;7,32;1,46;0,17;39,40;35,59;7,21;1,48;6,83;5,35;5,28;0,53;-3,41;-0,19;0,72;19,99;2,31;11,00;0,12;0,88;0,32;20,09;;31.619.632,64;5,43;1,08;-0,76;5.528.893.738,56;ECOR3;EcoRodovias;8,14;+0,62%;ECOR3;Transportes;https://s3-symbol-logo.tradingview.com/ecorodovias--big.svg;False
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31;;;;;;;;False
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31;;;;;;;;False
EEEL3;294,77;;5,28;0,98;0,34;53,98;47,92;24,01;2,65;5,81;3,15;1,16;1,27;7,51;-0,41;1,33;18,48;6,34;12,34;0,34;0,66;0,26;13,69;6,47;;301,94;55,81;-0,80;2.840.511.499,76;;;;;;;;False
EEEL4;410,00;;7,35;1,36;0,47;53,98;47,92;24,01;3,68;5,81;3,15;1,16;1,76;10,45;-0,57;1,33;18,48;6,34;12,34;0,34;0,66;0,26;13,69;6,47;;301,94;55,81;-1,11;2.840.511.499,76;;;;;;;;False
EGIE3;41,14;5,02;11,16;2,73;0,63;50,13;53,16;25,27;5,30;8,69;3,39;1,74;2,82;12,89;-0,75;1,42;24,44;5,64;13,98;0,23;0,75;0,22;2,73;5,43;41.402.198,14;15,09;3,69;-0,36;33.567.267.223,60;EGIE3;Engie;40,78;+0,79%;EGIE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/engie-brasilon-nm--big.svg;False
EKTR3;49,00;9,67;9,85;4,07;0,77;27,89;22,83;10,08;4,35;7,38;3,12;2,92;0,99;15,31;-1,05;1,24;41,32;7,84;19,82;0,19;0,81;0,78;6,61;14,26;9.800,00;12,04;4,98;-2,74;9.290.447.399,00;EKTR3;Elektro;49,00;+0,00%;EKTR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/elektro-pn--big.svg;False
EKTR4;47,00;11,07;9,45;3,90;0,74;27,89;22,83;10,08;4,17;7,38;3,12;2,92;0,95;14,69;-1,00;1,24;41,32;7,84;19,82;0,19;0,81;0,78;6,61;14,26;14.857,69;12,04;4,98;-2,62;9.290.447.399,00;EKTR4;Elektro;47,01;+0,00%;EKTR4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/elektro-pn--big.svg;False
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30;;;;;;;;False
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30;;;;;;;;False
ELET3;50,63;6,94;17,63;0,98;0,43;45,23;42,34;15,18;6,32;8,55;2,19;0,34;2,68;5,04;-0,52;1,86;5,59;2,41;9,49;0,43;0,57;0,16;7,70;-9,12;328.885.877,05;51,42;2,87;0,36;117.619.899.920,68;ELET3;Eletrobras;48,80;+1,75%;ELET3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/centrais-eletr-bras-sa--big.svg;False
ELET5;78,75;5,32;27,41;1,53;0,66;45,23;42,34;15,18;9,83;8,55;2,19;0,34;4,16;7,85;-0,81;1,86;5,59;2,41;9,49;0,43;0,57;0,16;7,70;-9,12;7.825,00;51,42;2,87;0,56;117.619.899.920,68;ELET5;Eletrobras;78,75;-4,55%;ELET5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/centrais-eletr-bras-sa--big.svg;False
